original,simplified_human,simplified_by_model
인천경제청 관계자는 “개발이 활발했던 송도국제도시 내 투자 유치를 할 땅이 많이 줄면서 전체적인 FDI 유치 실적도 낮아지고 있다”고 했다. 이어 “외국인 기업 내 세금 혜택 등을 내세워 청라·영종지역의 투자 유치에 나설 예정”이라며 “하반기에 FDI 목표를 달성할 수 있도록 투자 유치 지원에 나서겠다”고 했다.,"인천경제청의 한 관계자는 “송도국제도시에서 개발이 많이 진행되면서 외국에서 오는 투자에 사용할 땅이 줄어들고 있어, 전체적으로 외국인 투자 유치 실적이 낮아지고 있다”고 말했습니다. 이어서 “우리는 외국 기업들이 세금 혜택을 받을 수 있도록 청라와 영종 지역에 투자하도록 노력할 계획입니다. 하반기에는 외국인 투자를 더 많이 유치할 수 있도록 도와주겠다”고 덧붙였습니다.",인천경제청 관계자는 “송도국제도시에서 투자 유치를 할 땅이 많이 줄어들면서 전체적으로 외국 투자 유치 실적이 낮아지고 있다”고 말했습니다. 그리고 “외국 기업들이 세금을 덜 내게 해주는 혜택을 내세워 청라와 영종 지역에서 투자 유치를 위해 노력하겠다”고 덧붙였습니다. 마지막으로 “하반기에 외국 투자 목표를 달성할 수 있도록 투자 유치를 도와주겠다”고 말했습니다.
‘우동착’은 ms마트 앱을 기반으로 소비자에게는 할인 혜택을 제공하고 소상공인에게는 홍보와 매출 증대 기회를 주는 플랫폼이다. 현재 춘천에 있는 500여개 업체와 제휴를 맺고 있다. 플랫폼 회원 수가 13만명에 달하는 만큼 홍보 효과도 높다. 특히 홍보비를 받지 않아 소상공인들을 위한 맞춤 서비스라는 평가를 받고 있다.,"‘우동착’은 ms마트라는 앱을 이용해서 사람들이 물건을 사면 할인 혜택을 주고, 작은 가게들이 더 많은 사람들에게 알려지고 돈을 벌 수 있도록 도와주는 프로그램이에요. 지금 춘천에 있는 500개가 넘는 가게들이 이 프로그램에 참여하고 있어요. 이 프로그램에 가입한 사람은 13만 명이나 되어서, 가게들이 더 많이 알려질 수 있어요. 특히, 이 프로그램은 가게들에게 광고비를 받지 않아서 작은 가게들을 위해 특별하게 만들어졌다는 평가를 받고 있어요.",‘우동착’은 ms마트 앱을 이용해서 소비자에게 할인 혜택을 주는 플랫폼이에요. 소상공인들에게는 홍보와 매출을 늘리는 기회를 주는 곳이에요. 현재 춘천에 있는 500개 업체와 함께 일하고 있어요. 회원 수가 13만 명에 달해서 홍보 효과도 좋다고 평가받고 있어요. 특히 홍보비를 받지 않아서 소상공인들이 필요로 하는 맞춤 서비스라는 의견도 있어요.
"다만 강원도내에서 올해 춘천, 원주, 강릉에 공급된 신규 아파트들이 대부분 1순위로 청약을 마감해 이 같은 추세가 계속 될지는 미지수다.","올해 강원도에서 춘천, 원주, 강릉에 새로 지어진 아파트들이 대부분 첫 번째로 신청이 끝났어요. 그래서 앞으로도 이런 상황이 계속될지는 확실하지 않아요.","하지만 올해 강원도에 새로 지어진 아파트들이 춘천, 원주, 강릉에서 모두 순위로 청약이 끝났어요. 그래서 앞으로도 이 추세가 계속될지는 아직 알 수 없어요."
강릉 동부시장 재건축 시공사 남광토건 선정,강릉 동부시장을 새로 짓는 일을 남광토건이라는 회사가 맡기로 했어요.,강릉 동부시장에 새 건물을 짓는 회사 중 하나가 남광토건으로 선정되었어요.
"박 의원은 “문재인 정부에서 보유주택 수에 따라 부동산 세금 중과세율을 크게 올리는 등 부동산 정책이 역효과를 내 수요자들이 수도권의 ‘똘똘한 한 채’로 몰렸고, 상대적으로 수도권 집값만 끌어올렸다는 해석이 가능하다”고 말했다.","박 의원은 “문재인 정부 때 집을 많이 가진 사람에게 부동산 세금을 많이 부과하는 정책이 있었어요. 이 때문에 사람들이 수도권에서 좋은 집 한 채만 사려고 하게 되었고, 그 결과 수도권의 집값만 더 올라갔다는 설명이 가능해요.”라고 말했습니다.","박 의원은 “문재인 정부에서 가진 집과 관련된 세금 때문에 집값이 많이 오르면서, 수도권에 한 채의 큰 집이 많이 몰렸다는 해석이 가능해요.”"
"강원도 내 아파트시장의 이상을 알리는 신호가 잇따르고 있다. 도내 아파트 입주율은 불과 7개월 사이 15.5%나 떨어지면서 전국 최저 수준을 기록했다. 주택산업연구원의 ‘10월 아파트 입주율 및 전망’에 따르면 지난달 도내 아파트 입주율은 67.5%로 조사됐다. 전국 17개 시·도 중 제주(66.0%)에 이어 두 번째로 낮다. 또 전국 평균보다 5.0% 밑도는 수준이다. 미입주 원인으로는 ‘기존 주택 매각 지연’(37.5%)이 가장 높았다. 이어 ‘세입자 미확보’(32.1%), ‘잔금 대출 미확보’(26.8%) 순으로 나타났다. 거래 절벽으로 주택 처분이 미뤄지거나 세입자 확보 지연 등의 문제가 발생하면서 잔금 마련에 어려움이 생긴 것이 주요 요인이라는 의미다.","강원도에서 아파트 시장에 이상한 신호가 계속 나타나고 있어요. 최근 7개월 사이에 강원도 아파트의 입주율이 15.5%나 떨어져서, 전국에서 가장 낮은 수준이 되었어요. 주택산업연구원의 조사에 따르면, 지난달 강원도의 아파트 입주율은 67.5%였고, 제주도(66.0%) 다음으로 낮은 수치예요. 이 수치는 전국 평균보다 5.0%나 낮아요. 

아파트에 사람들이 들어가지 못하는 이유로는, 먼저 기존 집을 팔지 못한 경우가 37.5%로 가장 많았어요. 그 다음으로는 세입자를 구하지 못한 경우가 32.1%, 잔금을 대출받지 못한 경우가 26.8%였어요. 이렇게 아파트 거래가 잘 이루어지지 않아서 집을 팔거나 세입자를 구하는 데 어려움이 생기고, 그래서 돈을 마련하는 것도 힘들어졌다는 뜻이에요.","강원도에서 아파트 거래가 줄어들고 있다는 소식이 생기고 있어요. 지난달 강원도 내 아파트 입주율이 15.5%로 가장 낮았는데, 이는 전국에서 가장 낮은 수치예요. 주택산업연구원이 발표한 '10월 아파트 입주율 및 전망'에 따르면 지난달 강원도 아파트 입주율은 67.5%로 조사되었어요. 이는 전국 17개 시·도 중 제주도(66.0%)에 이어 두 번째로 낮은 수치예요. 또 전국 평균보다 5.0% 밑으로 진행되고 있다는 뜻이에요.

미입주 원인으로는 '기존 주택 매각 지연'이 가장 높았는데, 이는 37.5%를 차지했어요. 다음으로 '세입자 미확보'가 32.1%, '잔금 대출 미확보'가 26.8%로 뒤를 이어서 나타났어요. 거래가 줄어들면서 집을 팔거나 세입자를 확보하는 데 어려움이 생기고 있어서, 잔금 마련에 어려움을 겪고 있는 사람들이"
"강원신용보증재단(이사장:김건영)은 다음달 4일 올해 처음 시행된 비대면 3차 교육을 진행한다. 앞서 재단은 이달 들어 1,2차 비대면 교육을 진행했다.",강원신용보증재단(이사장: 김건영)은 다음 달 4일에 올해 처음으로 온라인으로 하는 3번째 교육을 진행합니다. 이 재단은 이번 달에 이미 1번째와 2번째 온라인 교육을 했습니다.,강원신용보증재단(이사장: 김건영)은 다음 달 4일에 올해 처음으로 열린 비대면 교육을 진행해요. 이전에 재단은 지난 달에 두 번째 비대면 교육을 열었어요.
"더욱이 제2경춘국도는 사업 추진이 확정된 2019년 당시 책정했던 사업비(3공구:3,273억원, 4공구:1,706억원)가 그대로 적용돼 지난 3년간의 건설자재 값 인상분이 반영되지 않았다. 춘천권 연장을 추진 중인 GTX-B 재정구간(서울 용산~상봉) 1·2·3 공구 입찰참가자격사전심사 접수도 지난주 경쟁입찰이 성사되지 않아 유찰됐다. GTX-B의 유찰은 지난 8월에 이어 두번째다. 더욱이 GTX-B는 입찰과정에서 사업비를 10% 증액했지만 끝내 유찰을 막지 못했다. 춘천권 연장은 토목공사 구간이 없어 본 노선과는 사안이 다르지만 착공 일정을 잡지 못한 상황에서는 논의의 테이블에도 오르기 어려울 수 있다.","더욱이 제2경춘국도는 2019년에 사업이 시작될 때 정해진 비용이 그대로 사용되고 있어요. 이 비용은 3공구에 3,273억 원, 4공구에 1,706억 원이에요. 그런데 지난 3년 동안 건설 자재 값이 올랐는데도 그 변화가 반영되지 않았어요. 춘천으로 가는 GTX-B 노선의 일부 구간(서울 용산에서 상봉까지)도 입찰에 참여할 수 있는 자격을 신청했지만, 지난주에 경쟁이 제대로 이루어지지 않아 실패했어요. GTX-B의 입찰 실패는 지난 8월에 이어서 두 번째예요. 게다가 GTX-B는 입찰 과정에서 비용을 10% 늘렸지만, 그래도 실패를 막을 수 없었어요. 춘천으로 가는 연장은 큰 공사가 없어서 상황이 다르지만, 시작 일정을 정하지 못하면 논의하기도 어려울 것 같아요.","제2경춘국도는 2019년에 만들어진 계획에 따라 3공구(3,273억원)와 4공구(1,706억원)를 건설하는 데 필요한 비용이 그대로 적용되었어요. 하지만 지난 3년 동안 건설 자재 가격이 올라서 이 비용이 반영되지 않았어요. 춘천권 연장을 추진 중인 GTX-B 재정구간(서울 용산~상봉) 1·2·3 공구 입찰참가자격사전심사도 지난주에 경쟁 입찰이 끝났지만 유찰되었어요. GTX-B는 유찰이 두 번째로 나타나서, 지난 8월 이후 두 번째로 유찰된 거예요. 게다가 GTX-B는 입찰 과정에서 비용을 10% 올렸지만, 여전히 유찰을 막지 못했어요. 춘천권 연장은 토목공사 구간이라서 본 노선과는 다른 문제이지만, 공사를 시작하기 전에 논의할 수 있는 테이블에도 오르기 어려울 수 있어요."
섬강레저-우리자산신탁 MOU 체결,섬강레저와 우리자산신탁이 함께 협약을 맺었어요.,섬강레저와 우리자산신탁이 함께 협력하기 위한 계약을 맺었습니다.
강릉시가 첨단 미래교통을 체험하고 다양한 도시 정보를 통합할 수 있는 스마트도시 강릉의 컨트롤타워 역할을 할 미래교통복합센터 건립사업을 본격 추진한다.,강릉시는 똑똑한 교통 시스템을 경험하고 여러 도시 정보를 한곳에서 볼 수 있는 '미래교통복합센터'를 만들기 시작합니다. 이 센터는 스마트도시 강릉의 중심 역할을 하게 될 거예요.,강릉시가 새로운 교통을 경험하고 다양한 도시 정보를 하나로 모을 수 있는 스마트도시 강릉을 만들기 위한 미래교통복합센터를 만들기 시작했어요.
"[사설]24년 만에 물가 최고, 비상한 민생대책을 세워야","[사설] 24년 만에 물가가 가장 높아졌어요. 특별한 대책을 마련해야 해요. 

이 문장은 물건의 가격이 24년 동안 가장 비싸졌다는 뜻이에요. 그래서 정부나 관련 기관에서 사람들의 생활을 도와줄 특별한 방법을 찾아야 한다는 거예요.",[사설] 24년 만에 물가가 최고로 오르고 있어요. 그래서 우리는 긴급하게 대책을 세워야 해요.
1년 가까이 진행된 에디슨모터스의 쌍용자동차 인수가 무산됐다. 우여곡절을 겪으며 명맥을 유지해온 쌍용차가 18년 만에 국내 기업의 품으로 돌아오나 싶었는데 자금 조달에 실패하면서 물거품이 됐다. 또 다시 생사기로에 선 쌍용차는 재매각을 통해 새 주인을 찾겠다는 입장이다. 험로가 예상된다.,"에디슨모터스가 쌍용자동차를 사려고 한 일이 1년 가까이 진행됐지만, 결국 실패했습니다. 쌍용차는 여러 어려움을 겪으면서도 계속 존재해왔고, 이번에 18년 만에 한국 회사의 손에 돌아올 수 있을 것 같았는데, 돈 문제로 실패하게 되었습니다. 쌍용차는 다시 새로운 주인을 찾기 위해 다른 방법으로 팔려고 하고 있습니다. 앞으로도 어려운 길이 예상됩니다.","1년이 넘게 진행된 에디슨모터스의 쌍용자동차 인수 실패가 안됐어요. 쌍용차는 18년 동안 국내 기업으로 남아있었지만, 돈을 마련하는 데 어려움을 겪었기 때문에 결국에는 인수가 실패했어요. 다시 주인이 될 수 있을까? 쌍용차는 재매각을 통해 새로운 주인을 찾겠다는 뜻이에요. 앞으로도 어려움이 있을 것 같아요."
