,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
30708,TRAIN_030708,WH_122,SC_04494,14.0,10.0,1.29,0.0,,0.0,0.2604,4,75,0,0.0506,105.08,0.0,62.91,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,,0.0917,1.1061613845500862,15.69,47.3,,4.4,49.4,30.0,448.0,64.2,0.1758,0.0907,,,41.7,420.0,,-48.5,1.0,67.0,95.0,7.0,0.9483,100.0,0.6604,6.0,26.0,1.0,0.0857,1.9,785.0,8.97,2.1,0.8019,6.0,5.02,,0.0333,0.4201,-12.8,2.7,28.3,86.4,,6.0,78.9,162.0,0.8893,83.7,9.4,1.3,67.5,3.92,0.6263,0.5981,8.03,0.2029,6.69,0.1666,14.8,8.93,84.4,0.1213,6.65,99.12
212335,TRAIN_212335,WH_080,SC_06976,32.0,44.0,2.28,0.0625,0.2812,0.25,,5,60,0,0.0769,,0.0,59.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0957,0.5714,0.0109,12.162637530603536,20.92,76.2,0.0,39.8,50.0,8.5,642.0,65.0,0.2399,0.0298,76.6,426.0,72.3,197.0,0.0468,,50.0,74.0,74.8,7.0,,89.0,0.1677,1.0,19.0,2.0,0.1603,,2234.0,3.85,2.84,0.8955,,7.5,0.4667,0.0426,0.6411,-4.6,2.22,,99.2,22.8,6.26,85.2,244.0,0.9491,,39.1,,92.5,0.34,0.4828,0.3373,8.14,0.2505,,0.049,23.6,6.19,,0.104,3.85,94.25
176650,TRAIN_176650,WH_023,SC_08896,20.0,19.0,2.05,0.0,,0.0,0.3819,3,65,0,0.0441,39.99,0.0,64.28,16.01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1244,0.3571,0.0147,3.698473012716273,16.37,55.1,1.0,28.2,16.9,5.7,472.0,80.9,0.3702,0.0794,10.7,449.0,80.0,375.0,0.0299,-80.0,14.3,26.0,67.3,14.0,0.9546,81.7,,11.0,24.0,1.0,,2.56,2329.0,2.66,2.2,0.8378,,6.38,,0.256,0.2027,,2.77,35.0,,11.4,8.14,91.3,50.0,0.902,95.9,,1.26,74.9,0.0,0.4788,0.702,4.88,0.0044,4.17,0.1157,14.3,11.06,98.2,0.1221,8.47,97.16
47124,TRAIN_047124,WH_156,SC_07329,5.0,16.0,6.2,,,0.0,0.1845,2,30,0,0.0625,,0.0,,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0962,0.0464,13.639854973375016,15.0,69.8,0.0,40.0,,28.4,516.0,50.0,0.5589,0.037,23.4,957.0,42.0,138.0,0.0114,-60.0,6.5,37.0,76.5,16.0,0.9527,73.1,0.086,11.0,17.0,0.0,0.4453,1.44,587.0,,2.04,0.6952,12.0,,0.137,0.2077,0.0874,-22.8,4.06,32.2,78.5,27.1,7.3,94.4,320.0,0.942,71.4,51.7,,85.5,4.2,0.8021,0.714,9.59,0.2562,,0.0604,14.6,,91.7,0.1277,1.51,97.3
237429,TRAIN_237429,WH_258,SC_01429,88.0,97.0,4.28,0.2614,0.2841,0.1364,0.6214,16,55,0,0.2254,15.4,0.0,63.96,16.31,0.0,0.0,0.0,3.55,,,1.0,0.0,,0.0233,0.3596,0.0356,7.973217140757653,20.99,64.9,4.0,,,3.3,494.0,80.0,0.6576,0.0976,21.1,1008.0,18.8,300.0,0.0141,-80.0,,81.0,80.0,8.0,0.9458,67.2,0.0736,8.0,,2.0,0.4819,2.41,2457.0,11.97,3.51,0.8359,20.0,7.01,0.5351,,0.5961,,5.08,9.5,86.6,29.4,6.78,79.1,317.0,0.8855,,17.3,0.12,,4.46,0.8177,0.5125,4.05,0.2657,2.73,,17.0,13.95,82.7,0.053,2.74,
133289,TRAIN_133289,WH_291,SC_06802,68.0,85.0,2.12,0.0294,0.1176,0.0294,0.3585,18,52,0,0.2571,152.81,0.0,63.02,17.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0943,79.21154287990231,25.16,80.0,,17.8,11.3,30.0,629.0,,,0.1039,4.9,937.0,80.0,54.0,0.0124,-78.5,23.8,99.0,90.2,4.0,0.9981,66.0,0.0201,8.0,18.0,1.0,0.1293,1.2,1655.0,4.54,2.45,0.7037,17.0,1.88,0.4893,0.0717,0.1743,-9.0,0.76,45.9,86.2,8.6,10.74,82.6,140.0,0.9056,76.1,10.3,0.88,58.9,,,0.5718,3.92,0.0978,8.75,0.1523,13.8,,85.8,0.139,0.4,94.94
198573,TRAIN_198573,WH_034,SC_02191,48.0,154.0,6.96,0.1042,0.0833,0.0625,0.4885,4,0,14,0.2222,58.96,0.0,16.65,24.56,0.7222,12.0,19.38,,,,0.0,0.0,0.0,0.01,0.1636,0.0668,51.74119075406444,23.95,46.4,5.0,13.5,,16.7,746.0,75.6,0.3084,0.0824,45.9,649.0,57.6,,0.0158,-67.7,,53.0,84.1,19.0,0.9428,74.2,0.0,9.0,28.0,1.0,,2.54,947.0,5.59,1.79,0.6809,5.0,8.73,0.2744,0.1661,0.3651,-18.8,5.91,53.6,81.4,30.5,4.79,87.2,154.0,0.8962,81.3,33.5,2.17,69.9,1.85,0.4421,0.7277,6.79,0.0323,4.24,,18.3,9.63,93.5,0.0838,1.08,95.28
161913,TRAIN_161913,WH_217,SC_00881,251.0,279.0,3.54,0.1992,0.0996,0.0677,0.6213,36,11,0,0.766,14.68,,65.18,17.09,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0301,1.0,0.0728,116.88786793258292,15.0,,5.0,,50.0,2.6,695.0,79.6,0.6596,0.0075,26.0,,72.6,131.0,0.0113,-58.2,13.2,39.0,60.9,11.0,0.9474,64.7,0.189,15.0,35.0,6.0,,1.43,2908.0,4.86,,0.8633,,7.33,0.6587,0.3311,0.4304,-12.4,4.72,23.9,88.7,11.2,5.62,92.0,86.0,0.9096,94.3,0.0,2.64,86.2,0.79,0.6845,0.3047,9.43,0.0752,6.35,0.0441,17.4,10.43,82.9,0.1277,6.63,95.67
181432,TRAIN_181432,WH_036,SC_09279,,68.0,2.7,0.0877,0.1053,0.0877,0.482,10,60,0,0.1429,37.91,0.0,63.79,15.89,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4453,0.0487,4.241284921676742,17.5,68.7,1.0,6.4,7.3,3.3,615.0,80.0,0.5379,0.1422,60.5,820.0,15.0,397.0,,-61.8,1.5,16.0,61.6,10.0,0.9025,85.8,0.5207,14.0,18.0,4.0,0.5482,2.23,2950.0,9.0,3.67,0.8124,13.0,4.89,0.6473,0.3358,,-18.5,3.56,44.1,70.8,31.2,4.8,79.0,277.0,0.8571,78.6,17.6,2.21,77.3,3.21,0.7315,0.5469,5.43,0.4058,7.35,0.1274,9.5,12.93,85.2,0.0407,8.54,98.96
30477,TRAIN_030477,WH_003,SC_00400,112.0,,1.29,0.0089,0.2411,0.0446,0.2613,19,44,0,0.3016,77.32,0.0,68.54,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586,1.0,0.0947,23.15706123598926,30.0,46.4,4.0,30.4,1.9,27.3,652.0,79.1,0.0599,0.0229,,569.0,75.4,187.0,0.0306,,,29.0,72.8,3.0,0.9,,0.0,3.0,33.0,7.0,0.7282,2.0,887.0,5.19,1.69,0.7888,15.0,9.14,0.4415,0.0018,,-11.7,3.87,18.3,83.1,7.5,10.93,79.8,110.0,0.924,65.1,8.3,0.47,69.0,6.0,0.6535,0.4956,3.72,,10.0,0.2181,21.0,13.72,83.6,0.1072,7.15,100.0
34564,TRAIN_034564,WH_258,SC_01396,3.0,8.0,4.67,0.0,0.0,0.0,0.1373,1,70,0,0.0141,51.16,0.0,58.29,16.28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0555,4.935008647857497,22.76,43.9,4.0,20.6,33.1,13.4,,80.8,0.1106,0.1188,7.7,714.0,65.2,231.0,0.0103,-54.6,1.0,27.0,88.7,4.0,0.9318,61.1,0.1903,9.0,19.0,1.0,0.5412,1.61,113.0,7.53,2.24,,16.0,12.58,0.4265,0.3581,0.4237,-16.8,6.19,,83.6,58.8,12.87,95.1,,,93.9,30.3,,91.1,4.79,0.4931,0.4811,3.33,0.3061,3.57,0.0743,3.6,4.43,97.8,0.0113,0.0,93.5
248941,TRAIN_248941,WH_258,SC_01421,,199.0,,0.1474,0.3665,0.1633,0.3687,42,29,0,0.5915,49.16,0.0,59.64,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0864,9.833037884052471,18.55,39.2,5.0,36.8,27.3,13.2,497.0,70.0,0.4547,0.0991,,1147.0,45.5,160.0,0.017,-66.8,40.0,79.0,60.0,20.0,0.9133,,0.6948,17.0,40.0,6.0,0.5487,0.65,,11.54,3.14,0.6772,17.0,11.68,,0.1445,0.7011,-0.1,1.11,42.3,70.0,1.0,10.96,82.2,226.0,0.9334,90.6,25.1,0.18,81.0,0.89,0.422,0.4712,7.58,0.1293,,,19.7,10.46,78.7,0.1183,5.71,99.86
69596,TRAIN_069596,WH_190,SC_08514,170.0,277.0,3.24,0.1235,0.1412,0.0647,0.3621,29,24,0,0.5472,19.4,0.0,57.03,16.09,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0482,0.7692,0.067,8.155397124985583,24.74,51.7,0.0,-0.4,21.4,21.1,765.0,79.9,0.0523,,50.0,922.0,12.6,207.0,0.05,-34.1,10.8,68.0,91.1,13.0,0.951,87.7,0.7473,2.0,,4.0,0.269,1.55,3678.0,6.25,2.22,0.6135,13.0,9.57,0.2534,0.2812,0.8223,-22.8,4.0,29.1,89.1,,4.86,96.6,98.0,0.9621,86.1,,2.09,76.1,,0.4692,0.4803,4.39,0.3661,,0.186,19.5,7.02,89.0,0.0548,2.88,99.79
242281,TRAIN_242281,WH_162,SC_01104,31.0,113.0,5.68,0.0645,0.2581,0.0968,0.2903,12,42,2,0.2143,44.42,0.0,56.68,19.1,0.0179,0.0,0.0,23.6,0.0536,0.0,0.0,0.0,0.0,0.1001,0.0886,0.0956,11.863992118364587,22.08,55.2,5.0,3.9,22.9,1.3,489.0,55.7,0.0,0.0081,7.8,629.0,5.0,414.0,0.0319,-48.3,42.3,45.0,65.5,17.0,0.9146,76.9,0.2127,,,1.0,0.1657,2.53,,,1.11,0.8592,8.0,5.33,0.1126,0.2215,,-7.0,4.61,29.5,76.0,45.3,7.7,,236.0,,76.3,15.4,0.93,86.9,2.75,0.5636,0.5158,4.71,0.1389,5.83,,13.8,,79.5,0.094,4.77,96.63
125658,TRAIN_125658,WH_064,SC_03453,95.0,80.0,1.53,0.1053,0.2526,0.2,0.4269,6,1,5,0.5,,0.0,,28.73,0.5833,0.0,0.0,36.8,0.3333,1.0,0.0,0.0,0.0,0.1083,0.0,,16.183601567590493,20.87,69.4,,21.5,35.3,,403.0,,0.175,0.1271,57.9,861.0,18.8,147.0,0.0,-41.4,11.3,61.0,,12.0,,57.6,0.1705,7.0,26.0,4.0,0.635,2.05,1674.0,6.37,1.33,0.6932,7.0,12.71,0.3804,0.1389,0.5389,1.1,,44.7,80.2,,3.81,79.6,108.0,0.9071,77.5,17.9,2.83,,0.57,0.6839,0.2714,2.94,0.0772,5.12,0.1484,10.6,,85.9,0.0328,5.05,93.82
123477,TRAIN_123477,WH_220,SC_08859,195.0,215.0,8.7,0.1744,0.3385,0.3282,0.8363,50,15,0,0.7692,,0.0,67.73,16.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,1.0,0.0605,3.824433735266901,,,0.0,2.2,0.0,30.0,800.0,67.8,0.7895,0.0942,19.2,1159.0,20.9,111.0,0.0272,-49.6,29.8,107.0,,,0.9335,94.5,0.7724,4.0,32.0,4.0,0.2336,1.85,2574.0,9.25,4.08,0.6382,14.0,19.65,0.1936,0.2854,0.8077,-5.2,5.58,31.2,84.2,,10.2,86.5,272.0,0.8935,71.2,4.9,0.95,91.3,5.28,0.9074,0.7082,5.34,0.3108,9.9,0.0354,30.0,15.08,74.3,0.0752,8.15,100.0
182264,TRAIN_182264,WH_086,SC_01934,120.0,238.0,5.33,,0.1333,0.0583,0.5679,18,22,0,0.45,,,59.47,19.15,0.0,,0.0,,0.025,0.0,0.0,0.0,0.0,,,0.0801,9.60706154420332,20.67,20.0,3.0,-5.0,50.0,5.2,617.0,62.7,0.7385,0.0313,19.4,1022.0,,91.0,0.0346,-57.8,2.4,28.0,97.5,4.0,0.9757,,0.8314,14.0,14.0,6.0,,1.98,2793.0,4.58,3.63,0.9318,22.0,11.6,0.6356,0.3549,,-13.0,5.49,35.4,87.2,40.7,7.59,83.8,320.0,0.9544,70.6,10.8,2.23,,2.46,0.6173,0.6822,,0.3057,6.03,0.2237,28.6,16.36,94.2,0.1115,,98.11
222517,TRAIN_222517,WH_263,SC_00996,22.0,,9.68,0.0455,,0.0,0.4232,5,65,1,0.0704,24.82,0.0,56.17,18.0,0.0141,0.0,,3.59,0.0141,0.0,,0.0,0.0,0.0434,0.0708,0.0544,2.7622281724210103,20.16,58.3,3.0,27.7,12.4,20.5,618.0,,0.9998,,81.8,981.0,64.7,,0.0076,-76.6,1.0,,65.7,17.0,0.9184,100.0,0.4129,10.0,21.0,2.0,,1.82,1611.0,6.33,2.03,0.6636,5.0,13.32,0.2864,0.2762,0.2995,-7.3,3.44,14.7,92.1,1.0,10.41,77.7,,,,26.5,,88.3,3.89,,0.776,8.18,0.2325,2.08,0.0942,16.6,15.98,86.8,0.0681,2.71,94.51
79998,TRAIN_079998,WH_046,SC_07047,62.0,124.0,4.74,0.1935,0.0806,0.0484,0.3048,17,0,57,0.2297,31.28,,,26.32,0.5946,30.0,12.59,48.63,0.2027,4.0,2.0,3.0,2.46,0.0628,0.1538,,57.55965420356468,29.14,,4.0,-4.7,,2.9,665.0,,0.5645,0.0982,17.1,1089.0,5.0,500.0,0.0363,,20.5,31.0,,16.0,0.9811,95.8,,,27.0,3.0,0.3494,1.98,,10.77,3.09,0.7174,18.0,6.07,0.5757,0.1182,0.4034,-13.8,5.71,35.4,80.5,27.4,5.43,84.5,346.0,0.8938,89.0,76.9,1.76,94.7,6.6,0.8777,0.6007,7.17,0.2732,2.64,0.1583,8.9,16.53,79.3,0.11,15.0,93.06
179567,TRAIN_179567,WH_288,SC_05847,130.0,114.0,2.1,0.1308,0.3846,0.2154,0.509,6,0,47,0.1132,36.8,0.0,,,0.8679,30.0,30.0,4.37,0.0377,0.0,0.0,0.0,,0.0094,0.0702,0.0313,32.58770265895555,24.0,31.1,2.0,25.5,6.3,14.8,216.0,81.1,,0.1083,14.2,970.0,49.8,,0.0004,-59.0,,120.0,81.6,7.0,1.0,79.4,0.8651,12.0,24.0,1.0,0.798,2.01,3029.0,9.22,3.48,0.6148,12.0,7.7,,0.3396,0.4897,-14.9,4.49,42.8,57.0,30.2,2.34,86.8,365.0,0.9082,77.5,33.6,1.34,66.9,1.16,0.6736,0.941,9.76,0.175,,0.0833,3.1,14.23,82.7,0.1205,3.98,95.4
8465,TRAIN_008465,WH_299,SC_09150,12.0,19.0,2.33,0.0,0.0833,,0.2058,2,56,0,0.0345,26.32,0.0,54.73,16.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.0111,4.4745604241876045,25.01,37.8,3.0,3.7,1.6,15.1,,74.5,0.0556,0.0068,,461.0,50.6,108.0,0.0165,-47.8,37.4,,86.1,4.0,,58.6,0.3391,5.0,32.0,4.0,0.2974,1.69,175.0,6.8,2.09,,12.0,10.83,0.4003,0.0258,0.407,-5.5,4.97,,78.2,15.7,13.48,89.5,144.0,0.9263,73.2,13.8,,82.2,5.88,0.9309,0.5459,6.52,,0.86,0.1195,13.6,12.57,85.5,0.1004,9.75,98.61
68279,TRAIN_068279,WH_085,SC_06157,37.0,,1.86,,0.027,,0.2755,8,50,0,0.1379,47.52,0.0,67.42,17.11,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0974,0.0421,3.405217605699472,18.18,40.4,6.0,-1.8,11.6,9.4,773.0,72.4,0.7038,0.0666,,1200.0,50.6,270.0,0.0127,-78.9,47.0,23.0,82.6,9.0,0.9,77.6,,14.0,7.0,6.0,0.2147,2.9,1341.0,,2.69,0.924,,12.45,0.2703,0.1538,0.0303,-19.7,5.94,,83.4,46.3,10.16,,156.0,0.9543,72.6,18.4,3.25,67.4,4.41,0.6388,0.2664,2.0,0.3024,,0.0772,10.8,6.24,89.5,0.1372,8.77,99.69
236663,TRAIN_236663,WH_259,SC_01475,228.0,196.0,6.57,0.2325,,0.193,0.8239,44,20,1,0.6769,25.79,0.0,58.46,17.05,0.0154,,0.0,5.65,,,0.0,0.0,0.0,0.0174,1.0,0.073,38.12413714361762,18.67,71.5,5.0,26.2,3.6,12.7,265.0,66.9,,0.0713,92.6,669.0,51.6,476.0,0.0232,-74.9,46.8,52.0,,3.0,0.9531,91.5,0.3459,1.0,41.0,,0.3801,1.93,1649.0,9.73,4.69,0.7717,22.0,9.41,0.4171,0.3997,0.7493,-18.6,3.45,39.3,91.4,23.8,3.06,80.8,216.0,,80.8,2.5,1.86,69.1,5.01,0.5733,0.3337,8.45,0.0418,8.31,0.0912,26.2,10.51,87.4,0.1297,7.16,98.68
132215,TRAIN_132215,WH_194,SC_02127,19.0,102.0,7.11,0.0,0.0,0.1053,0.1529,5,26,0,0.1613,,0.0,55.32,,0.0,0.0,0.0,2.03,0.0323,0.0,0.0,0.0,0.0,0.0,0.0714,,8.25624743575727,29.07,80.0,5.0,-2.4,24.2,21.0,200.0,70.7,0.7609,0.0366,,458.0,51.1,176.0,0.0308,-47.0,36.3,,76.8,6.0,0.949,77.8,,17.0,13.0,3.0,0.2942,2.79,,6.26,1.25,0.941,15.0,8.99,0.1607,0.3044,0.2964,-9.9,2.19,36.0,90.4,27.3,5.11,,200.0,0.8999,98.7,8.7,2.44,89.1,,0.6092,0.6894,7.46,0.2157,3.67,0.1266,17.5,13.1,,0.0208,8.94,95.15
20501,TRAIN_020501,WH_186,SC_05451,105.0,97.0,1.35,0.0762,0.1619,0.0286,0.2072,13,0,1,0.9286,90.31,0.0,57.27,12.96,,0.0,0.0,23.38,0.7143,1.0,0.0,1.0,2.99,0.4196,0.0694,0.1231,28.03470058562169,17.98,42.6,1.0,8.9,28.2,21.0,774.0,76.6,0.0353,0.0047,63.3,923.0,9.2,440.0,0.0352,-46.8,29.1,97.0,,,0.9434,50.0,,,48.0,3.0,,1.5,2665.0,9.69,0.84,0.859,12.0,3.96,0.5023,0.2904,0.6059,-24.1,5.0,32.7,87.3,65.1,5.14,96.7,280.0,0.9701,63.8,10.5,2.8,63.9,2.65,0.442,0.5861,8.49,,1.66,0.1499,10.9,7.55,72.1,0.1135,6.18,95.78
147820,TRAIN_147820,WH_152,SC_02301,170.0,34.0,1.31,0.1882,0.3176,0.2118,0.8109,43,15,4,0.6935,,,57.46,19.49,0.0484,0.0,,0.0,0.0,,,0.0,,0.0152,1.0,0.0277,28.65579050235241,19.64,78.5,0.0,29.3,30.7,,,90.0,,0.043,,603.0,37.4,,0.0274,-63.5,8.9,82.0,,16.0,0.988,87.6,0.1799,,43.0,7.0,0.583,1.49,1304.0,,2.34,0.7277,16.0,7.06,,,0.5736,-7.1,1.49,43.1,68.9,6.9,9.48,95.1,175.0,,79.4,7.7,3.13,77.6,4.05,0.3779,,,0.2299,8.91,0.1023,,4.17,91.5,0.1359,2.1,93.6
25598,TRAIN_025598,WH_182,SC_03411,40.0,127.0,8.53,0.05,0.0,0.0,0.418,18,50,3,0.2535,85.25,0.0,53.45,15.35,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0192,0.1852,0.0556,1.9812483573142683,20.52,,4.0,3.4,,24.5,,80.4,0.5255,0.0908,79.1,475.0,,457.0,0.0321,-30.0,26.8,,,17.0,0.9494,,0.1123,8.0,15.0,1.0,0.3854,2.81,2584.0,9.12,2.12,,11.0,11.85,0.5589,0.2417,0.6084,,5.95,13.3,83.4,1.0,10.95,85.3,251.0,0.8811,,51.2,0.0,61.0,0.0,0.4438,0.7401,7.89,0.1586,3.05,0.1496,2.5,,92.4,0.1,7.86,94.98
92305,TRAIN_092305,WH_133,SC_01875,9.0,9.0,1.56,0.0,0.0,0.0,0.2797,2,61,0,0.0317,82.56,0.0,65.6,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0698,0.9331732382511952,20.87,59.9,1.0,37.6,27.4,5.5,422.0,75.3,0.8302,0.1158,0.0,860.0,37.3,398.0,,-59.4,21.8,80.0,75.7,,0.9239,96.9,1.0,13.0,5.0,4.0,0.5727,,1497.0,6.0,1.7,0.9298,13.0,2.95,,0.1616,0.587,-15.0,,12.0,86.6,29.5,8.62,81.8,94.0,0.8814,78.1,32.9,2.75,83.5,3.23,0.8137,0.7538,9.19,0.2568,4.13,,13.7,4.34,84.1,0.1376,,100.0
161714,TRAIN_161714,WH_049,SC_02609,108.0,79.0,1.25,0.0648,0.0648,0.1111,0.2627,15,0,13,0.5357,71.24,0.0,45.79,16.67,0.0357,,,26.68,0.3571,2.0,0.0,5.0,2.71,,1.0,0.1224,57.07597288292864,22.3,20.0,4.0,28.2,29.4,4.5,645.0,50.0,0.029,,8.2,831.0,,115.0,0.0165,-33.4,17.9,32.0,63.2,12.0,0.9408,53.1,0.9827,10.0,14.0,2.0,,0.81,3031.0,,1.7,0.941,,11.34,0.0719,0.0009,0.4382,-8.8,5.3,21.8,81.5,41.3,4.33,80.7,310.0,0.9655,,67.0,3.31,63.8,4.25,0.5094,0.8999,8.75,0.0884,6.31,,23.1,7.61,84.2,0.1111,9.75,94.6
219198,TRAIN_219198,WH_108,SC_06505,3.0,4.0,2.0,0.0,0.0,0.0,0.14,1,37,0,0.0263,63.34,0.0,53.47,15.44,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0333,1.7299106053862952,,80.0,0.0,5.3,34.6,0.1,766.0,86.6,0.3596,0.0658,9.7,591.0,52.4,,0.0054,-78.6,25.0,,87.6,0.0,0.9483,77.7,,12.0,13.0,4.0,0.2943,1.61,2421.0,0.93,1.06,0.7296,,10.53,0.2899,0.1978,0.4731,-25.0,1.38,26.4,97.8,16.1,2.96,77.3,209.0,0.8929,66.5,31.0,1.15,80.5,6.0,0.7401,0.9107,4.23,0.3803,3.16,0.0699,7.3,4.08,86.8,0.0694,0.0,98.03
131672,TRAIN_131672,WH_131,SC_04016,12.0,,6.42,0.0833,0.0833,0.0,0.1673,4,24,1,0.1379,33.02,0.0,59.43,17.86,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0444,0.0312,2.1358211342158797,,53.0,,18.1,8.5,11.2,771.0,56.1,0.5866,0.1052,60.6,1017.0,80.0,382.0,,-55.3,26.7,84.0,75.7,17.0,0.9621,89.5,0.8815,4.0,7.0,3.0,0.2809,1.72,,3.02,2.47,0.9748,6.0,11.13,0.6425,0.3104,0.37,-8.2,2.47,43.7,98.7,57.9,,83.7,,0.9248,69.5,29.7,2.73,89.0,2.99,,0.6414,4.65,0.3817,3.95,0.1275,4.9,11.45,,0.126,9.75,99.51
155687,TRAIN_155687,WH_213,SC_09863,64.0,55.0,,0.0781,0.1875,0.0625,0.2104,11,28,0,0.2821,56.4,0.0,63.19,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.03,6.418526005710643,26.14,20.0,1.0,27.6,14.6,10.4,709.0,71.6,0.5859,0.0335,32.6,581.0,56.8,495.0,0.0318,-69.7,24.7,120.0,71.1,9.0,0.9385,97.7,0.8331,,21.0,5.0,0.3349,0.65,1649.0,9.78,,0.9255,3.0,3.3,0.5999,0.0004,0.4539,-18.0,4.64,24.9,76.8,23.2,,96.0,,0.8921,81.1,1.3,2.43,,0.29,0.5193,0.5131,7.41,0.3388,6.01,0.0531,23.1,6.65,81.2,0.0949,2.59,98.99
47865,TRAIN_047865,WH_086,SC_01926,215.0,229.0,1.89,0.1256,0.1163,,0.364,12,0,28,0.3,14.1,3.0,39.69,30.0,0.475,18.0,7.76,88.68,0.175,3.0,,1.0,1.0,0.0136,0.0444,0.2495,36.94508392834171,19.28,56.5,2.0,36.0,48.2,0.0,522.0,55.3,0.7781,0.15,,1022.0,80.0,50.0,0.0114,-71.7,,73.0,95.0,0.0,0.9111,100.0,0.8916,14.0,31.0,4.0,0.3976,2.11,2286.0,1.89,2.04,0.5953,20.0,11.43,0.4587,0.118,,-5.3,5.24,60.0,72.1,7.2,2.78,83.6,311.0,0.8978,80.3,82.8,3.12,81.2,3.61,0.8924,0.5382,9.66,0.3974,1.51,0.2769,7.7,12.49,83.4,0.0521,4.31,96.77
73387,TRAIN_073387,WH_082,SC_03339,122.0,42.0,,,0.2377,0.2049,0.6634,19,0,15,0.5588,76.98,,31.19,23.75,0.4412,0.0,0.0,18.51,0.2059,0.0,2.0,0.0,0.0,0.0541,0.25,0.1042,36.37898806878769,30.0,22.3,4.0,-1.7,12.9,9.9,515.0,90.0,0.5379,0.1221,,871.0,59.5,245.0,,-71.1,49.8,53.0,80.7,7.0,0.9868,67.7,0.6768,14.0,35.0,3.0,0.4278,1.57,3202.0,3.34,,,5.0,5.87,0.273,0.2489,0.4514,-7.7,,32.7,,,3.48,81.8,137.0,0.9773,84.4,62.1,3.89,72.6,3.1,0.572,0.6569,8.8,0.2766,3.16,0.0592,19.9,,75.2,0.1122,7.75,92.72
